THRUST
; HyperTek J317O 
; converted from TMT test stand data 2001 (www.tripoli.org)
; provided by ThrustCurve.org (www.thrustcurve.org)
; total weight: 1758g, propellant weight: 704g
0.00	0.00
0.02	341.41
0.07	505.35
0.12	466.37
0.17	473.18
0.22	466.62
0.27	474.48
0.32	464.69
0.37	453.34
0.42	456.44
0.47	448.70
0.52	450.78
0.57	440.30
0.62	437.62
0.66	427.55
0.71	415.79
0.76	420.41
0.81	425.04
0.86	410.58
0.91	406.08
0.96	409.49
1.01	409.23
1.06	400.06
1.11	395.49
1.16	402.37
1.21	396.23
1.26	392.12
1.31	399.54
1.36	379.44
1.41	369.88
1.45	380.15
1.50	368.55
1.55	376.18
1.60	355.69
1.65	373.04
1.70	373.97
1.75	352.87
1.80	349.42
1.85	344.01
1.90	340.81
1.95	334.59
2.00	332.73
2.05	328.50
2.10	327.69
2.15	318.36
2.19	311.05
2.24	296.24
2.29	283.73
2.34	251.98
2.39	221.82
2.44	203.08
2.49	186.72
2.54	170.68
2.59	155.04
2.64	139.54
2.69	125.18
2.74	112.15
2.79	100.35
2.84	90.41
2.89	80.83
2.94	72.57
2.98	64.94
3.03	57.53
3.08	51.14
3.13	45.05
3.18	39.77
3.23	34.57
3.28	30.33
3.33	26.43
3.38	23.19
3.43	20.55
3.48	18.67
3.53	16.54
3.58	14.60
