2018-11-25 18:38:06.312066
time[sec],mass[kg],len_CG[m],Iyz[kg*m^2],Ix[kg*m^2],pos_x[m],pos_y[m],pos_z[m],vel_x[m/s],vel_y[m/s],vel_z[m/s],roll,pitch,yaw,quat_x,quat_y,quat_z,quat_w
0.01,7.849729984662576,0.9780836656441719,1.4254837423312883,0.019969325153374233,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5825634160695854,-0.2716537822741844,-0.694272044014884,0.32374437096706454
0.011,7.849618683128834,0.978079332208589,1.4254721165644173,0.019966257668711657,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5825634160695854,-0.2716537822741844,-0.694272044014884,0.32374437096706454
0.012,7.8495073815950915,0.9780749987730062,1.425460490797546,0.019963190184049077,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5825634160695854,-0.2716537822741844,-0.694272044014884,0.32374437096706454
0.013000000000000001,7.849396080061349,0.9780706653374234,1.425448865030675,0.0199601226993865,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5825634160695854,-0.2716537822741844,-0.694272044014884,0.32374437096706454
0.014,7.849284778527607,0.9780663319018406,1.4254372392638037,0.019957055214723924,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5825634160695854,-0.2716537822741844,-0.694272044014884,0.32374437096706454
0.015,7.849173476993864,0.9780619984662577,1.4254256134969328,0.019953987730061348,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5825634160695854,-0.2716537822741844,-0.694272044014884,0.32374437096706454
0.016,7.849062175460123,0.9780576650306749,1.4254139877300616,0.01995092024539877,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5825634160695854,-0.2716537822741844,-0.694272044014884,0.32374437096706454
0.017,7.8489508739263805,0.9780533315950921,1.4254023619631904,0.019947852760736195,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5825634160695854,-0.2716537822741844,-0.694272044014884,0.32374437096706454
0.018000000000000002,7.848839572392638,0.9780489981595093,1.4253907361963192,0.019944785276073615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5825634160695854,-0.2716537822741844,-0.694272044014884,0.32374437096706454
0.019,7.8487282708588975,0.9780446647239263,1.425379110429448,0.01994171779141104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5825634160695854,-0.2716537822741844,-0.694272044014884,0.32374437096706454
0.02,7.848616969325154,0.9780403312883433,1.425367484662577,0.01993865030674846,-2.229616045746974e-11,-2.6571529326246498e-11,1.9671787001524591e-10,-4.322458411875767e-06,-5.151305341192003e-06,3.813682690504731e-05,0.0,0.0,0.0,-0.5825634160695854,-0.2716537822741844,-0.694272044014884,0.32374437096706454
0.021,7.848505667791413,0.9780359978527604,1.4253558588957058,0.019935582822085875,-1.9610884757836194e-06,-2.337134236410229e-06,1.7302582146530662e-05,-0.003916291996119837,-0.004667255056023759,0.03455324163566227,0.0,0.0,0.0,-0.5825634160695854,-0.2716537822741844,-0.694272044014884,0.32374437096706454
0.022,7.84839436625767,0.9780316644171775,1.4253442331288346,0.0199325153374233,-7.826341190186954e-06,-9.327070230273336e-06,6.90514033518433e-05,-0.007814330987250987,-0.00931275702777661,0.06894543795279978,0.0,0.0,0.0,-0.5825634160695854,-0.2716537822741844,-0.694272044014884,0.32374437096706454
0.023,7.848283064723927,0.9780273309815947,1.4253326073619637,0.019929447852760723,-1.758285825466036e-05,-2.0954434493066217e-05,0.0001551326485667612,-0.011698437190341514,-0.013941654549327196,0.10321470600199838,0.0,0.0,0.0,-0.5825634160695854,-0.2716537822741844,-0.694272044014884,0.32374437096706454
0.024,7.8481717631901855,0.9780229975460119,1.4253209815950925,0.019926380368098146,-3.121741846071421e-05,-3.7203470602072965e-05,0.00027542966775290396,-0.015568610138359452,-0.0185539470640885,0.13736104166265917,0.0,0.0,0.0,-0.5825634160695854,-0.2716537822741844,-0.694272044014884,0.32374437096706454
0.025,7.848060461656443,0.978018664110429,1.4253093558282213,0.01992331288343557,-4.871870820644358e-05,-5.806069553157805e-05,0.0004298426415860787,-0.01942484941851598,-0.023149634080117935,0.1713844412927677,0.0,0.0,0.0,-0.5825634160695854,-0.2716537822741844,-0.694272044014884,0.32374437096706454
0.026000000000000002,7.847949160122701,0.9780143306748461,1.42529773006135,0.019920245398772993,-7.007176689551085e-05,-8.350827993714897e-05,0.0006182395734989263,-0.023267154499468486,-0.027728714964186073,0.2052849002043156,0.0,0.0,0.0,-0.5825634160695854,-0.2716537822741844,-0.694272044014884,0.32374437096706454
0.027,7.847837858588958,0.9780099972392633,1.4252861042944789,0.019917177914110417,-9.5261963785249e-05,-0.00011352878757864981,0.0008404913772059536,-0.02709552486306158,-0.03229118909877934,0.23906241382564486,0.0,0.0,0.0,-0.5825634160695854,-0.2716537822741844,-0.694272044014884,0.32374437096706454
0.028,7.847726557055216,0.9780056638036805,1.4252744785276077,0.01991411042944784,-0.00012427466813299105,-0.0001481047822159451,0.0010964689664216703,-0.03090995999113992,-0.03683705586638425,0.2727169775850975,0.0,0.0,0.0,-0.5825634160695854,-0.2716537822741844,-0.694272044014884,0.32374437096706454
0.029,7.8476152555214735,0.9780013303680977,1.4252628527607365,0.019911042944785264,-0.00015709524919607003,-0.00018721882760889896,0.001386043254860582,-0.03471045936554811,-0.04136631464948726,0.30624858691101536,0.0,0.0,0.0,-0.5825634160695854,-0.2716537822741844,-0.694272044014884,0.32374437096706454
0.03,7.847503953987731,0.9779969969325149,1.4252512269938653,0.019907975460122688,-0.00019370907623181863,-0.00023085348751737534,0.0017090851562371954,-0.03849702246813076,-0.04587896483057481,0.33965723723174024,0.0,0.0,0.0,-0.5825634160695854,-0.2716537822741844,-0.694272044014884,0.32374437096706454
0.031,7.847392652453989,0.977992663496932,1.4252396012269941,0.01990490797546011,-0.00023410151849757003,-0.00027899132570123874,0.0020654655842660195,-0.04226964878073252,-0.050375005792133394,0.37294292397561424,0.0,0.0,0.0,-0.5825634160695854,-0.2716537822741844,-0.694272044014884,0.32374437096706454
0.032,7.847281350920246,0.9779883300613492,1.425227975460123,0.01990184049079753,-0.00027825794525065717,-0.00033161490592035337,0.0024550554526615613,-0.04602833778519799,-0.05485443691664947,0.4061056425709792,0.0,0.0,0.0,-0.5825634160695854,-0.2716537822741844,-0.694272044014884,0.32374437096706454
0.033,7.847170049386505,0.9779839966257664,1.425216349693252,0.019898773006134955,-0.00032616372574841295,-0.0003887067919345834,0.0028777256751383274,-0.049773088963371806,-0.05931725758660951,0.439145388446177,0.0,0.0,0.0,-0.5825634160695854,-0.2716537822741844,-0.694272044014884,0.32374437096706454
0.034,7.8470587478527625,0.9779796631901836,1.4252047239263808,0.01989570552147238,-0.00037780434198400115,-0.0004502496818571247,0.0033333481600732306,-0.05350390180125364,-0.06376346718945178,0.47206215706620935,0.0,0.0,0.0,-0.5825634160695854,-0.2716537822741844,-0.694272044014884,0.32374437096706454
0.035,7.84694744631902,0.9779753297546008,1.4251930981595096,0.019892638036809802,-0.00043316783598128044,-0.0005162293247269501,0.003821817402861527,-0.05722077587919734,-0.06819306522506148,0.5048559447285603,0.0,0.0,0.0,-0.5825634160695854,-0.2716537822741844,-0.694272044014884,0.32374437096706454
0.036000000000000004,7.846836144785278,0.977970996319018,1.4251814723926384,0.019889570552147226,-0.0004922412262617203,-0.0005866302498203843,0.004343018868589866,-0.06092371073983388,-0.0726060511483674,0.5375267473978862,0.0,0.0,0.0,-0.5825634160695854,-0.2716537822741844,-0.694272044014884,0.32374437096706454
0.037,7.846724843251535,0.9779666628834351,1.4251698466257672,0.01988650306748465,-0.0005550105742016351,-0.0006614358457325735,0.004896829577502712,-0.06461270589051704,-0.07700242437225667,0.5700745607275951,0.0,0.0,0.0,-0.5825634160695854,-0.2716537822741844,-0.694272044014884,0.32374437096706454
0.038,7.846613541717793,0.9779623294478523,1.425158220858896,0.019883435582822073,-0.0006214619411773401,-0.0007406295010586662,0.005483126549844543,-0.06828776083860068,-0.08138218430961647,0.6024993803710956,0.0,0.0,0.0,-0.5825634160695854,-0.2716537822741844,-0.694272044014884,0.32374437096706454
0.039,7.8465022401840505,0.9779579960122695,1.4251465950920248,0.019880368098159497,-0.0006915813885651492,-0.0008241946043938082,0.006101786805859818,-0.07194887509143857,-0.0857453303733339,0.6348012019817956,0.0,0.0,0.0,-0.5825634160695854,-0.2716537822741844,-0.694272044014884,0.32374437096706454
0.04,7.846390938650308,0.9779536625766867,1.4251349693251536,0.01987730061349692,-0.0007653549777413768,-0.0009121145443331466,0.006752687365793007,-0.07559604815638454,-0.0900918619762961,0.6669800212131032,0.0,0.0,0.0,-0.5825634160695854,-0.2716537822741844,-0.694272044014884,0.32374437096706454
0.041,7.846279637116566,0.9779493291411039,1.4251233435582824,0.019874233128834344,-0.0008427687700823376,-0.0010043727094718286,0.0074357052498885785,-0.0792292795407924,-0.0944217785313902,0.6990358337184266,0.0,0.0,0.0,-0.5825634160695854,-0.2716537822741844,-0.694272044014884,0.32374437096706454
0.042,7.846168335582824,0.977944995705521,1.4251117177914114,0.019871165644171768,-0.0009238088269643457,-0.0011009524884050008,0.008150717478391,-0.08284856875201595,-0.0987350794515033,0.7309686351511739,0.0,0.0,0.0,-0.5825634160695854,-0.2716537822741844,-0.694272044014884,0.32374437096706454
0.043000000000000003,7.846057034049082,0.9779406622699381,1.4251000920245402,0.01986809815950919,-0.0010084612097637157,-0.0012018372697278103,0.008897601071544739,-0.08645391529740898,-0.10303176414952257,0.7627784211647534,0.0,0.0,0.0,-0.5825634160695854,-0.2716537822741844,-0.694272044014884,0.32374437096706454
0.044,7.845945732515339,0.9779363288343553,1.425088466257669,0.01986503067484661,-0.0010967119798567615,-0.0013070104420354032,0.009676233049594259,-0.0900453186843253,-0.1073118320383351,0.7944651874125728,0.0,0.0,0.0,-0.5825634160695854,-0.2716537822741844,-0.694272044014884,0.32374437096706454
0.045,7.845834430981597,0.9779319953987725,1.4250768404907979,0.019861963190184035,-0.0011885471866761596,-0.0014164553796890533,0.010486490327405925,-0.09362277844329764,-0.11157528255845159,0.8260289297525467,0.0,0.0,0.0,-0.5825634160695854,-0.2716537822741844,-0.694272044014884,0.32374437096706454
0.046,7.845723129447855,0.9779276619631897,1.4250652147239267,0.01985889570552146,-0.0012839528730305143,-0.0015301554491557719,0.011328249761402263,-0.09718629411771393,-0.11582211516570298,0.8574696441560108,0.0,0.0,0.0,-0.5825634160695854,-0.2716537822741844,-0.694272044014884,0.32374437096706454
0.047,7.845611827914112,0.9779233285276069,1.4250535889570555,0.019855828220858882,-0.0013829150952193792,-0.001648094032980458,0.01220138832703574,-0.1007358652247804,-0.12005232928471804,0.8887873263633004,0.0,0.0,0.0,-0.5825634160695854,-0.2716537822741844,-0.694272044014884,0.32374437096706454
0.048,7.84550052638037,0.9779189950920241,1.4250419631901843,0.019852760736196306,-0.0014854199096003638,-0.0017702545137771985,0.013105783000271052,-0.10427149128159059,-0.12426592433999128,0.9199819721137568,0.0,0.0,0.0,-0.5825634160695854,-0.2716537822741844,-0.694272044014884,0.32374437096706454
0.049,7.8453892248466275,0.9779146616564413,1.425030337423313,0.01984969325153373,-0.0015914533725310777,-0.0018966202741600817,0.014041310757072892,-0.10779317180523805,-0.12846289975601718,0.9510535771467215,0.0,0.0,0.0,-0.5825634160695854,-0.2716537822741844,-0.694272044014884,0.32374437096706454
